"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2";"C_0603_HandSoldering";2;"C";;;
2;"J1,J2";"Pin_Header_Straight_1x05_Pitch2.54mm";2;"Conn_01x05_Male";;;
3;"JP1,JP2,JP3";"SolderJumper-3_P2.0mm_Open_TrianglePad1.0x1.5mm";3;"Jumper_3_Open";;;
4;"N_PD1,N_PD2,S_PD1,S_PD2";"Con_2x05";4;"Conn_02x05";;;
5;"R1,R2,R3,R4,R5,R6";"R_0603_HandSoldering";6;"R";;;
6;"U1,U4";"ADG706BRUZ";2;"ADG706BRUZ";;;
7;"U3";"SN74LVC1G04DBVR";1;"SN74LVC1G04DBVR";;;
